Observation station;Year;Month;Day;Time [Local time];Snow depth [cm];Precipitation amount [mm];Average temperature [°C]
Sodankylä Tähtelä;2010;11;06;02:00;17;-1;-12.6
Sodankylä Tähtelä;2010;11;07;02:00;17;-1;-17.3
Sodankylä Tähtelä;2010;11;08;02:00;17;-1;-12.6
Sodankylä Tähtelä;2010;11;09;02:00;16;-1;-14.6
Sodankylä Tähtelä;2010;11;10;02:00;18;0.5;-7.7
Sodankylä Tähtelä;2010;11;11;02:00;18;0.5;-4.3
Sodankylä Tähtelä;2010;11;12;02:00;18;-1;-2.8
Sodankylä Tähtelä;2010;11;13;02:00;17;-1;-5.2
Sodankylä Tähtelä;2010;11;14;02:00;18;-1;-12.7
Sodankylä Tähtelä;2010;11;15;02:00;17;-1;-14
Sodankylä Tähtelä;2010;11;16;02:00;18;-1;-19.6
Sodankylä Tähtelä;2010;11;17;02:00;18;-1;-17.1
Sodankylä Tähtelä;2010;11;18;02:00;18;-1;-5.6
Sodankylä Tähtelä;2010;11;19;02:00;18;-1;-12.4
Sodankylä Tähtelä;2010;11;20;02:00;18;-1;-9.2
Sodankylä Tähtelä;2010;11;21;02:00;19;-1;-6.9
Sodankylä Tähtelä;2010;11;22;02:00;18;1;-8.7
Sodankylä Tähtelä;2010;11;23;02:00;17;-1;-18.6
Sodankylä Tähtelä;2010;11;24;02:00;19;-1;-24.9
Sodankylä Tähtelä;2010;11;25;02:00;18;-1;-24.1
Sodankylä Tähtelä;2010;11;26;02:00;20;-1;-21.2
Sodankylä Tähtelä;2010;11;27;02:00;20;-1;-15.6
Sodankylä Tähtelä;2010;11;28;02:00;20;-1;-13.8
Sodankylä Tähtelä;2010;11;29;02:00;20;-1;-13.4
Sodankylä Tähtelä;2010;11;30;02:00;21;-1;-21.2
Sodankylä Tähtelä;2010;12;01;02:00;22;-1;-6.2
Sodankylä Tähtelä;2010;12;02;02:00;21;-1;-5.6
Sodankylä Tähtelä;2010;12;03;02:00;21;-1;-5.9
Sodankylä Tähtelä;2010;12;04;02:00;21;-1;-11.4
Sodankylä Tähtelä;2010;12;05;02:00;22;0.3;-9.2
Sodankylä Tähtelä;2010;12;06;02:00;22;1.8;-7
Sodankylä Tähtelä;2010;12;07;02:00;24;3.7;-9.4
Sodankylä Tähtelä;2010;12;08;02:00;33;0.1;-11.1
Sodankylä Tähtelä;2010;12;09;02:00;32;-1;-15.9
Sodankylä Tähtelä;2010;12;10;02:00;30;-1;-28.7
Sodankylä Tähtelä;2010;12;11;02:00;29;-1;-18.9
Sodankylä Tähtelä;2010;12;12;02:00;27;-1;-9
Sodankylä Tähtelä;2010;12;13;02:00;26;-1;-17.4
Sodankylä Tähtelä;2010;12;14;02:00;27;0.6;-13.9
Sodankylä Tähtelä;2010;12;15;02:00;28;1.3;-15.1
Sodankylä Tähtelä;2010;12;16;02:00;29;0.8;-10.7
Sodankylä Tähtelä;2010;12;17;02:00;28;-1;-13.1
Sodankylä Tähtelä;2010;12;18;02:00;28;-1;-26.6
Sodankylä Tähtelä;2010;12;19;02:00;28;-1;-27.6
Sodankylä Tähtelä;2010;12;20;02:00;28;0.3;-18.1
Sodankylä Tähtelä;2010;12;21;02:00;28;-1;-13.6
Sodankylä Tähtelä;2010;12;22;02:00;29;-1;-23.6
Sodankylä Tähtelä;2010;12;23;02:00;30;-1;-16.7
Sodankylä Tähtelä;2010;12;24;02:00;29;-1;-15.7
Sodankylä Tähtelä;2010;12;25;02:00;28;-1;-16.4
Sodankylä Tähtelä;2010;12;26;02:00;28;-1;-10.9
Sodankylä Tähtelä;2010;12;27;02:00;29;-1;-17.7
Sodankylä Tähtelä;2010;12;28;02:00;29;-1;-25.2
Sodankylä Tähtelä;2010;12;29;02:00;29;-1;-23.3
Sodankylä Tähtelä;2010;12;30;02:00;28;0.4;-13.2
Sodankylä Tähtelä;2010;12;31;02:00;31;0.3;-13.6
Sodankylä Tähtelä;2011;01;01;02:00;30;0.6;-12
Sodankylä Tähtelä;2011;01;02;02:00;33;1;-17.4
Sodankylä Tähtelä;2011;01;03;02:00;35;0.3;-17.4
Sodankylä Tähtelä;2011;01;04;02:00;32;0.1;-21.6
Sodankylä Tähtelä;2011;01;05;02:00;34;0.4;-23.9
Sodankylä Tähtelä;2011;01;06;02:00;34;0.8;-17
Sodankylä Tähtelä;2011;01;07;02:00;36;0.8;-13.4
Sodankylä Tähtelä;2011;01;08;02:00;36;0;-12
Sodankylä Tähtelä;2011;01;09;02:00;35;3.7;-7.6
Sodankylä Tähtelä;2011;01;10;02:00;38;2.6;-3.3
Sodankylä Tähtelä;2011;01;11;02:00;37;1.3;-5.8
Sodankylä Tähtelä;2011;01;12;02:00;40;0.2;-8
Sodankylä Tähtelä;2011;01;13;02:00;38;0;-12.1
Sodankylä Tähtelä;2011;01;14;02:00;39;0;-20
Sodankylä Tähtelä;2011;01;15;02:00;39;-1;-23.2
Sodankylä Tähtelä;2011;01;16;02:00;39;4.4;-14.1
Sodankylä Tähtelä;2011;01;17;02:00;43;3.7;-10.6
Sodankylä Tähtelä;2011;01;18;02:00;49;1;-6.4
Sodankylä Tähtelä;2011;01;19;02:00;48;0;-6.8
Sodankylä Tähtelä;2011;01;20;02:00;47;0;-9.6
Sodankylä Tähtelä;2011;01;21;02:00;46;5.8;-9.9
Sodankylä Tähtelä;2011;01;22;02:00;51;-1;-12.1
Sodankylä Tähtelä;2011;01;23;02:00;49;1.7;-19.2
Sodankylä Tähtelä;2011;01;24;02:00;50;0;-16.4
Sodankylä Tähtelä;2011;01;25;02:00;49;-1;-20.6
Sodankylä Tähtelä;2011;01;26;02:00;49;0.2;-20.2
Sodankylä Tähtelä;2011;01;27;02:00;48;0.1;-14.1
Sodankylä Tähtelä;2011;01;28;02:00;49;0;-3.2
Sodankylä Tähtelä;2011;01;29;02:00;48;1;-11.2
Sodankylä Tähtelä;2011;01;30;02:00;47;2;-18.3
Sodankylä Tähtelä;2011;01;31;02:00;50;2.2;-7.8
Sodankylä Tähtelä;2011;02;01;02:00;50;2.5;-9.6
Sodankylä Tähtelä;2011;02;02;02:00;53;1.3;-9.1
Sodankylä Tähtelä;2011;02;03;02:00;54;1.6;-8.8
Sodankylä Tähtelä;2011;02;04;02:00;56;0.1;-12.4
Sodankylä Tähtelä;2011;02;05;02:00;54;1.1;-16.3
Sodankylä Tähtelä;2011;02;06;02:00;57;1.1;-20.7
Sodankylä Tähtelä;2011;02;07;02:00;56;4.9;-20.8
Sodankylä Tähtelä;2011;02;08;02:00;62;2.9;-12.8
Sodankylä Tähtelä;2011;02;09;02:00;63;-1;-23
Sodankylä Tähtelä;2011;02;10;02:00;62;0.5;-31.8
Sodankylä Tähtelä;2011;02;11;02:00;63;0.3;-18.9
Sodankylä Tähtelä;2011;02;12;02:00;61;0;-20.7
Sodankylä Tähtelä;2011;02;13;02:00;61;0;-29.7
Sodankylä Tähtelä;2011;02;14;02:00;60;0;-29.9
Sodankylä Tähtelä;2011;02;15;02:00;60;-1;-30.7
Sodankylä Tähtelä;2011;02;16;02:00;59;0;-32.2
Sodankylä Tähtelä;2011;02;17;02:00;59;-1;-35.1
Sodankylä Tähtelä;2011;02;18;02:00;59;0;-30.8
Sodankylä Tähtelä;2011;02;19;02:00;58;-1;-19
Sodankylä Tähtelä;2011;02;20;02:00;58;0;-22.7
Sodankylä Tähtelä;2011;02;21;02:00;57;0;-20.7
Sodankylä Tähtelä;2011;02;22;02:00;57;0;-15.7
Sodankylä Tähtelä;2011;02;23;02:00;56;0.1;-18.5
Sodankylä Tähtelä;2011;02;24;02:00;57;0.2;-18.4
Sodankylä Tähtelä;2011;02;25;02:00;58;2.3;-13.9
Sodankylä Tähtelä;2011;02;26;02:00;60;0.5;-5.4
Sodankylä Tähtelä;2011;02;27;02:00;59;1.6;-2
Sodankylä Tähtelä;2011;02;28;02:00;59;0.1;-2.9
Sodankylä Tähtelä;2011;03;01;02:00;58;0;-7.9
Sodankylä Tähtelä;2011;03;02;02:00;58;-1;-1.8
Sodankylä Tähtelä;2011;03;03;02:00;58;3;-0.2
Sodankylä Tähtelä;2011;03;04;02:00;62;0.7;-1.9
Sodankylä Tähtelä;2011;03;05;02:00;61;0.3;-5.8
Sodankylä Tähtelä;2011;03;06;02:00;61;0.1;-7.9
Sodankylä Tähtelä;2011;03;07;02:00;60;0;-4.6
Sodankylä Tähtelä;2011;03;08;02:00;60;0;0.2
Sodankylä Tähtelä;2011;03;09;02:00;59;0.9;-0.9
Sodankylä Tähtelä;2011;03;10;02:00;59;0.4;-1.4
Sodankylä Tähtelä;2011;03;11;02:00;59;11.1;-2.1
Sodankylä Tähtelä;2011;03;12;02:00;71;3.6;-3.9
Sodankylä Tähtelä;2011;03;13;02:00;73;0.7;-11.1
Sodankylä Tähtelä;2011;03;14;02:00;71;1.3;-8.5
Sodankylä Tähtelä;2011;03;15;02:00;72;-1;-11.8
Sodankylä Tähtelä;2011;03;16;02:00;71;-1;-6.2
Sodankylä Tähtelä;2011;03;17;02:00;70;-1;-4.7
Sodankylä Tähtelä;2011;03;18;02:00;69;-1;-3
Sodankylä Tähtelä;2011;03;19;02:00;68;0.2;-2.5
Sodankylä Tähtelä;2011;03;20;02:00;68;2.4;-7.8
Sodankylä Tähtelä;2011;03;21;02:00;70;3.3;-0.3
Sodankylä Tähtelä;2011;03;22;02:00;71;-1;-0.6
Sodankylä Tähtelä;2011;03;23;02:00;69;-1;-6.8
Sodankylä Tähtelä;2011;03;24;02:00;69;0;-7.8
Sodankylä Tähtelä;2011;03;25;02:00;69;0.1;-9.5
Sodankylä Tähtelä;2011;03;26;02:00;68;0;-8.9
Sodankylä Tähtelä;2011;03;27;02:00;68;-1;-11.3
Sodankylä Tähtelä;2011;03;28;03:00;67;-1;-13.9
Sodankylä Tähtelä;2011;03;29;03:00;67;-1;-13.7
Sodankylä Tähtelä;2011;03;30;03:00;67;-1;-11.8
Sodankylä Tähtelä;2011;03;31;03:00;67;-1;-6.8
Sodankylä Tähtelä;2011;04;01;03:00;67;0;-4.3
Sodankylä Tähtelä;2011;04;02;03:00;66;2;0.3
Sodankylä Tähtelä;2011;04;03;03:00;66;0;4
Sodankylä Tähtelä;2011;04;04;03:00;62;15.7;1.3
Sodankylä Tähtelä;2011;04;05;03:00;64;0;1.7
Sodankylä Tähtelä;2011;04;06;03:00;60;1.8;2.3
Sodankylä Tähtelä;2011;04;07;03:00;57;0.5;1.1
Sodankylä Tähtelä;2011;04;08;03:00;55;0;1.9
Sodankylä Tähtelä;2011;04;09;03:00;54;0;3.1
Sodankylä Tähtelä;2011;04;10;03:00;50;1.9;2.3
Sodankylä Tähtelä;2011;04;11;03:00;49;0;2
Sodankylä Tähtelä;2011;04;12;03:00;43;0.2;1
Sodankylä Tähtelä;2011;04;13;03:00;42;0;1.9
Sodankylä Tähtelä;2011;04;14;03:00;38;-1;1
Sodankylä Tähtelä;2011;04;15;03:00;39;0.1;3.4
Sodankylä Tähtelä;2011;04;16;03:00;36;0;5.2
Sodankylä Tähtelä;2011;04;17;03:00;32;3.6;2.9
Sodankylä Tähtelä;2011;04;18;03:00;31;0;2.5
Sodankylä Tähtelä;2011;04;19;03:00;29;0;1.3
Sodankylä Tähtelä;2011;04;20;03:00;29;2.9;0.4
Sodankylä Tähtelä;2011;04;21;03:00;28;0;1.1
Sodankylä Tähtelä;2011;04;22;03:00;29;-1;4.3
Sodankylä Tähtelä;2011;04;23;03:00;26;-1;4.1
Sodankylä Tähtelä;2011;04;24;03:00;24;-1;4.9
Sodankylä Tähtelä;2011;04;25;03:00;21;1.2;6.5
Sodankylä Tähtelä;2011;04;26;03:00;18;0.2;6.2
Sodankylä Tähtelä;2011;04;27;03:00;15;0;4.8
Sodankylä Tähtelä;2011;04;28;03:00;13;0;4.5
Sodankylä Tähtelä;2011;04;29;03:00;9;0;3.9
Sodankylä Tähtelä;2011;04;30;03:00;6;0;2.3
Sodankylä Tähtelä;2011;05;01;03:00;4;0;0.8
Sodankylä Tähtelä;2011;05;02;03:00;0;0;1
Sodankylä Tähtelä;2011;05;03;03:00;-1;0.3;0.7
Sodankylä Tähtelä;2011;05;04;03:00;-1;0;2.1
Sodankylä Tähtelä;2011;05;05;03:00;-1;1.1;4.3
Sodankylä Tähtelä;2011;05;06;03:00;-1;0.2;3.2
Sodankylä Tähtelä;2011;05;07;03:00;-1;0.6;3.1
Sodankylä Tähtelä;2011;05;08;03:00;-1;1;7.2
Sodankylä Tähtelä;2011;05;09;03:00;-1;-1;9.6
Sodankylä Tähtelä;2011;05;10;03:00;-1;-1;3.8
Sodankylä Tähtelä;2011;05;11;03:00;-1;-1;2.8
Sodankylä Tähtelä;2011;05;12;03:00;-1;-1;1.9
Sodankylä Tähtelä;2011;05;13;03:00;-1;-1;3.1
Sodankylä Tähtelä;2011;05;14;03:00;-1;-1;6.1
Sodankylä Tähtelä;2011;05;15;03:00;-1;-1;9.6
Sodankylä Tähtelä;2011;05;16;03:00;-1;8.7;10.6
Sodankylä Tähtelä;2011;05;17;03:00;-1;4;6.6
Sodankylä Tähtelä;2011;05;18;03:00;-1;0;3.2
Sodankylä Tähtelä;2011;05;19;03:00;-1;1.3;4.9
Sodankylä Tähtelä;2011;05;20;03:00;-1;0.5;6.7
Sodankylä Tähtelä;2011;05;21;03:00;-1;-1;9.3
Sodankylä Tähtelä;2011;05;22;03:00;-1;-1;11.2
Sodankylä Tähtelä;2011;05;23;03:00;-1;0.1;14.6
Sodankylä Tähtelä;2011;05;24;03:00;-1;0.7;11.7
Sodankylä Tähtelä;2011;05;25;03:00;-1;6.3;8.9
Sodankylä Tähtelä;2011;05;26;03:00;-1;0;7.1
Sodankylä Tähtelä;2011;05;27;03:00;-1;2.2;7.3
Sodankylä Tähtelä;2011;05;28;03:00;-1;4.4;8
Sodankylä Tähtelä;2011;05;29;03:00;-1;5.3;9.4
Sodankylä Tähtelä;2011;05;30;03:00;-1;0;9.7
Sodankylä Tähtelä;2011;05;31;03:00;-1;6.9;11.7
Sodankylä Tähtelä;2011;06;01;03:00;-1;5.2;11.4
Sodankylä Tähtelä;2011;06;02;03:00;-1;1.7;10.7
Sodankylä Tähtelä;2011;06;03;03:00;-1;0.6;12.9
Sodankylä Tähtelä;2011;06;04;03:00;-1;1.4;12.2
Sodankylä Tähtelä;2011;06;05;03:00;-1;-1;10.4
Sodankylä Tähtelä;2011;06;06;03:00;-1;-1;14.1
Sodankylä Tähtelä;2011;06;07;03:00;-1;0;21.3
Sodankylä Tähtelä;2011;06;08;03:00;-1;-1;23.8
Sodankylä Tähtelä;2011;06;09;03:00;-1;10;23
Sodankylä Tähtelä;2011;06;10;03:00;-1;0.9;23.1
Sodankylä Tähtelä;2011;06;11;03:00;-1;0;15.6
Sodankylä Tähtelä;2011;06;12;03:00;-1;-1;9
Sodankylä Tähtelä;2011;06;13;03:00;-1;-1;7.7
Sodankylä Tähtelä;2011;06;14;03:00;-1;-1;11.7
Sodankylä Tähtelä;2011;06;15;03:00;-1;2.2;13
Sodankylä Tähtelä;2011;06;16;03:00;-1;0;10.4
Sodankylä Tähtelä;2011;06;17;03:00;-1;0.1;8.2
Sodankylä Tähtelä;2011;06;18;03:00;-1;1.1;11.6
Sodankylä Tähtelä;2011;06;19;03:00;-1;5.2;11.4
Sodankylä Tähtelä;2011;06;20;03:00;-1;5.8;13
Sodankylä Tähtelä;2011;06;21;03:00;-1;20.6;11.7
Sodankylä Tähtelä;2011;06;22;03:00;-1;4.1;11.6
Sodankylä Tähtelä;2011;06;23;03:00;-1;2.7;15.1
Sodankylä Tähtelä;2011;06;24;03:00;-1;18.5;13.5
Sodankylä Tähtelä;2011;06;25;03:00;-1;0;14.4
Sodankylä Tähtelä;2011;06;26;03:00;-1;-1;13.7
Sodankylä Tähtelä;2011;06;27;03:00;-1;-1;15.2
Sodankylä Tähtelä;2011;06;28;03:00;-1;-1;18.1
Sodankylä Tähtelä;2011;06;29;03:00;-1;-1;22.4
Sodankylä Tähtelä;2011;06;30;03:00;-1;-1;23.4
Sodankylä Tähtelä;2011;07;01;03:00;-1;0;15.2
Sodankylä Tähtelä;2011;07;02;03:00;-1;0;12.4
Sodankylä Tähtelä;2011;07;03;03:00;-1;0;11.1
Sodankylä Tähtelä;2011;07;04;03:00;-1;-1;13.5
Sodankylä Tähtelä;2011;07;05;03:00;-1;-1;16.3
Sodankylä Tähtelä;2011;07;06;03:00;-1;4.9;15.6
Sodankylä Tähtelä;2011;07;07;03:00;-1;0.8;16.9
Sodankylä Tähtelä;2011;07;08;03:00;-1;-1;21.8
Sodankylä Tähtelä;2011;07;09;03:00;-1;-1;23.6
Sodankylä Tähtelä;2011;07;10;03:00;-1;0;23.4
Sodankylä Tähtelä;2011;07;11;03:00;-1;-1;21.4
Sodankylä Tähtelä;2011;07;12;03:00;-1;43.5;15.3
Sodankylä Tähtelä;2011;07;13;03:00;-1;4.9;10.3
Sodankylä Tähtelä;2011;07;14;03:00;-1;0.1;14.1
Sodankylä Tähtelä;2011;07;15;03:00;-1;0;13.6
Sodankylä Tähtelä;2011;07;16;03:00;-1;0;15.4
Sodankylä Tähtelä;2011;07;17;03:00;-1;7.7;14.2
Sodankylä Tähtelä;2011;07;18;03:00;-1;1.1;16.5
Sodankylä Tähtelä;2011;07;19;03:00;-1;0;19
Sodankylä Tähtelä;2011;07;20;03:00;-1;-1;19.6
Sodankylä Tähtelä;2011;07;21;03:00;-1;-1;20.5
Sodankylä Tähtelä;2011;07;22;03:00;-1;-1;18.6
Sodankylä Tähtelä;2011;07;23;03:00;-1;6.3;18
Sodankylä Tähtelä;2011;07;24;03:00;-1;7.6;15.7
Sodankylä Tähtelä;2011;07;25;03:00;-1;-1;17.5
Sodankylä Tähtelä;2011;07;26;03:00;-1;1.3;17.6
Sodankylä Tähtelä;2011;07;27;03:00;-1;8;16.8
Sodankylä Tähtelä;2011;07;28;03:00;-1;0.1;14.3
Sodankylä Tähtelä;2011;07;29;03:00;-1;0;15.9
Sodankylä Tähtelä;2011;07;30;03:00;-1;0.9;14.2
Sodankylä Tähtelä;2011;07;31;03:00;-1;-1;14.1
Sodankylä Tähtelä;2011;08;01;03:00;-1;-1;14.3
Sodankylä Tähtelä;2011;08;02;03:00;-1;0;17
Sodankylä Tähtelä;2011;08;03;03:00;-1;0;17.4
Sodankylä Tähtelä;2011;08;04;03:00;-1;0;11.2
Sodankylä Tähtelä;2011;08;05;03:00;-1;1.5;10.3
Sodankylä Tähtelä;2011;08;06;03:00;-1;0.2;10.9
Sodankylä Tähtelä;2011;08;07;03:00;-1;0;10.1
Sodankylä Tähtelä;2011;08;08;03:00;-1;3;8.7
Sodankylä Tähtelä;2011;08;09;03:00;-1;8.3;8.9
Sodankylä Tähtelä;2011;08;10;03:00;-1;8.4;9.1
Sodankylä Tähtelä;2011;08;11;03:00;-1;0;8.8
Sodankylä Tähtelä;2011;08;12;03:00;-1;0;8.8
Sodankylä Tähtelä;2011;08;13;03:00;-1;-1;10.6
Sodankylä Tähtelä;2011;08;14;03:00;-1;-1;12.8
Sodankylä Tähtelä;2011;08;15;03:00;-1;-1;13.6
Sodankylä Tähtelä;2011;08;16;03:00;-1;-1;13.9
Sodankylä Tähtelä;2011;08;17;03:00;-1;0;13.4
Sodankylä Tähtelä;2011;08;18;03:00;-1;0;14.4
Sodankylä Tähtelä;2011;08;19;03:00;-1;0;11
Sodankylä Tähtelä;2011;08;20;03:00;-1;-1;12.4
Sodankylä Tähtelä;2011;08;21;03:00;-1;-1;11.3
Sodankylä Tähtelä;2011;08;22;03:00;-1;0;13.6
Sodankylä Tähtelä;2011;08;23;03:00;-1;2.9;13.7
Sodankylä Tähtelä;2011;08;24;03:00;-1;0.2;13.7
Sodankylä Tähtelä;2011;08;25;03:00;-1;0.3;11.3
Sodankylä Tähtelä;2011;08;26;03:00;-1;1.9;13.7
Sodankylä Tähtelä;2011;08;27;03:00;-1;0;16.8
Sodankylä Tähtelä;2011;08;28;03:00;-1;2.7;18.1
Sodankylä Tähtelä;2011;08;29;03:00;-1;3.8;15.6
Sodankylä Tähtelä;2011;08;30;03:00;-1;0.3;11.6
Sodankylä Tähtelä;2011;08;31;03:00;-1;0.1;9.4
Sodankylä Tähtelä;2011;09;01;03:00;-1;1.2;8.8
Sodankylä Tähtelä;2011;09;02;03:00;-1;0;9.1
Sodankylä Tähtelä;2011;09;03;03:00;-1;-1;6.8
Sodankylä Tähtelä;2011;09;04;03:00;-1;0.9;8.6
Sodankylä Tähtelä;2011;09;05;03:00;-1;4.7;12.4
Sodankylä Tähtelä;2011;09;06;03:00;-1;0;15.9
Sodankylä Tähtelä;2011;09;07;03:00;-1;0;12.9
Sodankylä Tähtelä;2011;09;08;03:00;-1;-1;13.4
Sodankylä Tähtelä;2011;09;09;03:00;-1;1.4;13.9
Sodankylä Tähtelä;2011;09;10;03:00;-1;1.1;12.7
Sodankylä Tähtelä;2011;09;11;03:00;-1;0.6;11
Sodankylä Tähtelä;2011;09;12;03:00;-1;8.6;10.9
Sodankylä Tähtelä;2011;09;13;03:00;-1;4.4;11.1
Sodankylä Tähtelä;2011;09;14;03:00;-1;1.4;11.4
Sodankylä Tähtelä;2011;09;15;03:00;-1;0;9.9
Sodankylä Tähtelä;2011;09;16;03:00;-1;0.1;9.4
Sodankylä Tähtelä;2011;09;17;03:00;-1;0;4.5
Sodankylä Tähtelä;2011;09;18;03:00;-1;0.4;5.3
Sodankylä Tähtelä;2011;09;19;03:00;-1;0;7.3
Sodankylä Tähtelä;2011;09;20;03:00;-1;2.8;5.9
Sodankylä Tähtelä;2011;09;21;03:00;-1;3.2;7.1
Sodankylä Tähtelä;2011;09;22;03:00;-1;3.7;6.4
Sodankylä Tähtelä;2011;09;23;03:00;-1;1.8;3.9
Sodankylä Tähtelä;2011;09;24;03:00;-1;0.1;5
Sodankylä Tähtelä;2011;09;25;03:00;-1;-1;6.7
Sodankylä Tähtelä;2011;09;26;03:00;-1;0.2;5.2
Sodankylä Tähtelä;2011;09;27;03:00;-1;5.6;7.3
Sodankylä Tähtelä;2011;09;28;03:00;-1;0;5.7
Sodankylä Tähtelä;2011;09;29;03:00;-1;-1;5.4
Sodankylä Tähtelä;2011;09;30;03:00;-1;0;8.3
Sodankylä Tähtelä;2011;10;01;03:00;-1;0.2;4.6
Sodankylä Tähtelä;2011;10;02;03:00;-1;10.2;6
Sodankylä Tähtelä;2011;10;03;03:00;-1;0.1;4
Sodankylä Tähtelä;2011;10;04;03:00;-1;5.9;5.2
Sodankylä Tähtelä;2011;10;05;03:00;-1;0;6.2
Sodankylä Tähtelä;2011;10;06;03:00;-1;29.5;4.2
Sodankylä Tähtelä;2011;10;07;03:00;-1;2.8;5
Sodankylä Tähtelä;2011;10;08;03:00;-1;0;4
Sodankylä Tähtelä;2011;10;09;03:00;-1;0.3;-0.8
Sodankylä Tähtelä;2011;10;10;03:00;-1;4.3;3.1
Sodankylä Tähtelä;2011;10;11;03:00;-1;10.4;4
Sodankylä Tähtelä;2011;10;12;03:00;-1;1.8;2.7
Sodankylä Tähtelä;2011;10;13;03:00;-1;0;1.1
Sodankylä Tähtelä;2011;10;14;03:00;-1;-1;-1.3
Sodankylä Tähtelä;2011;10;15;03:00;-1;-1;2.2
Sodankylä Tähtelä;2011;10;16;03:00;-1;2;4.2
Sodankylä Tähtelä;2011;10;17;03:00;-1;1.7;4.4
Sodankylä Tähtelä;2011;10;18;03:00;-1;2.2;5
Sodankylä Tähtelä;2011;10;19;03:00;-1;9.9;4.4
Sodankylä Tähtelä;2011;10;20;03:00;-1;0.5;3.5
Sodankylä Tähtelä;2011;10;21;03:00;-1;0;2.6
Sodankylä Tähtelä;2011;10;22;03:00;-1;0.1;-0.7
Sodankylä Tähtelä;2011;10;23;03:00;-1;0.1;-0.9
Sodankylä Tähtelä;2011;10;24;03:00;-1;-1;1.4
Sodankylä Tähtelä;2011;10;25;03:00;-1;0.1;2.5
Sodankylä Tähtelä;2011;10;26;03:00;-1;0.1;1.1
Sodankylä Tähtelä;2011;10;27;03:00;-1;0.2;1.6
Sodankylä Tähtelä;2011;10;28;03:00;-1;7;2.9
Sodankylä Tähtelä;2011;10;29;03:00;-1;0;3.4
Sodankylä Tähtelä;2011;10;30;03:00;-1;0.1;3
Sodankylä Tähtelä;2011;10;31;02:00;-1;0.3;2.5
Sodankylä Tähtelä;2011;11;01;02:00;-1;6.5;3
Sodankylä Tähtelä;2011;11;02;02:00;-1;1.5;5.1
Sodankylä Tähtelä;2011;11;03;02:00;-1;0.1;-1.4
Sodankylä Tähtelä;2011;11;04;02:00;-1;1;-0.3
Sodankylä Tähtelä;2011;11;05;02:00;-1;2;2.2
Sodankylä Tähtelä;2011;11;06;02:00;-1;3.7;4.6
Sodankylä Tähtelä;2011;11;07;02:00;-1;-1;4
Sodankylä Tähtelä;2011;11;08;02:00;-1;-1;0.1
Sodankylä Tähtelä;2011;11;09;02:00;-1;0;-2.1
Sodankylä Tähtelä;2011;11;10;02:00;-1;0;0.9
Sodankylä Tähtelä;2011;11;11;02:00;-1;-1;0.3
Sodankylä Tähtelä;2011;11;12;02:00;-1;-1;0.9
Sodankylä Tähtelä;2011;11;13;02:00;-1;0.3;0.4
Sodankylä Tähtelä;2011;11;14;02:00;-1;-1;-1.7
Sodankylä Tähtelä;2011;11;15;02:00;-1;2.6;-3.3
Sodankylä Tähtelä;2011;11;16;02:00;0;2;0.4
Sodankylä Tähtelä;2011;11;17;02:00;3;-1;-3.1
Sodankylä Tähtelä;2011;11;18;02:00;3;1;-3.4
Sodankylä Tähtelä;2011;11;19;02:00;3;-1;-7
Sodankylä Tähtelä;2011;11;20;02:00;3;0.6;-15.3
Sodankylä Tähtelä;2011;11;21;02:00;4;0;-6
Sodankylä Tähtelä;2011;11;22;02:00;5;0;-3.1
Sodankylä Tähtelä;2011;11;23;02:00;4;4.2;0.9
Sodankylä Tähtelä;2011;11;24;02:00;3;0;1.3
Sodankylä Tähtelä;2011;11;25;02:00;2;9.8;-0.9
Sodankylä Tähtelä;2011;11;26;02:00;9;2.3;-0.6
Sodankylä Tähtelä;2011;11;27;02:00;11;-1;-12.8
Sodankylä Tähtelä;2011;11;28;02:00;10;0;-12.5
Sodankylä Tähtelä;2011;11;29;02:00;10;0.7;-13.1
Sodankylä Tähtelä;2011;11;30;02:00;12;4.2;0.9
Sodankylä Tähtelä;2011;12;01;02:00;7;4.6;1.2
Sodankylä Tähtelä;2011;12;02;02:00;5;3;1.4
Sodankylä Tähtelä;2011;12;03;02:00;4;0.3;-2.6
Sodankylä Tähtelä;2011;12;04;02:00;4;3;-1.9
Sodankylä Tähtelä;2011;12;05;02:00;6;4.5;-1
Sodankylä Tähtelä;2011;12;06;02:00;11;0.5;-3.1
Sodankylä Tähtelä;2011;12;07;02:00;11;0.6;-4.8
Sodankylä Tähtelä;2011;12;08;02:00;10;3.3;-3
Sodankylä Tähtelä;2011;12;09;02:00;13;3.4;-2.4
Sodankylä Tähtelä;2011;12;10;02:00;19;3;-4
Sodankylä Tähtelä;2011;12;11;02:00;20;-1;-8.8
Sodankylä Tähtelä;2011;12;12;02:00;18;3.1;-13
Sodankylä Tähtelä;2011;12;13;02:00;22;5.1;-4.7
Sodankylä Tähtelä;2011;12;14;02:00;25;3.3;0.2
Sodankylä Tähtelä;2011;12;15;02:00;25;3.7;0.7
Sodankylä Tähtelä;2011;12;16;02:00;24;2.5;-0.3
Sodankylä Tähtelä;2011;12;17;02:00;26;-1;-0.1
Sodankylä Tähtelä;2011;12;18;02:00;27;4.3;-1.4
Sodankylä Tähtelä;2011;12;19;02:00;30;5.1;-1.8
Sodankylä Tähtelä;2011;12;20;02:00;35;0;-4.4
Sodankylä Tähtelä;2011;12;21;02:00;33;0.4;-5.9
